Record Date,Parent ID,Classification ID,Classification Description,Current Month Net Transaction Amount,Fiscal Year to Date Net Transaction Amount,Prior Fiscal Year to Date Net Transaction Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2020-10-31,44313465,44313471,Total Holdings,149586221.07,149586221.07,589462297.16,51732942798.51,51732942798.51,51882529019.58,6,28,28,9505,D,GL,4,2.1.2.1,2021,1,2020,4,10,31
2020-10-31,44313465,44313477,SDR Certificates Issued to Federal Reserve Banks,0.00,0.00,0.00,-5200000000.00,-5200000000.00,-5200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2021,1,2020,4,10,31
2020-10-31,44313465,44313483,Balance,149586221.07,149586221.07,589462297.16,46532942798.51,46532942798.51,46682529019.58,6,30,30,9507,T,GL,4,2.1.2.3,2021,1,2020,4,10,31
2020-10-31,44313429,44313489,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2021,1,2020,4,10,31
2020-10-31,44313489,44313495,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2021,1,2020,4,10,31
2020-10-31,44313495,44313501,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2021,1,2020,4,10,31
2020-10-31,44313495,44313506,Maintenance of Value Adjustments,337402770.17,337402770.17,1334893865.53,5191436438.94,5191436438.94,5528839209.11,6,34,34,9511,D,GL,5,2.1.3.1.2,2021,1,2020,4,10,31
2020-10-31,44313489,44313511,Letter of Credit Issued to IMF,265000000.00,265000000.00,-212000000.00,-82546310951.48,-82546310951.48,-82281310951.48,6,35,35,9512,D,GL,4,2.1.3.2,2021,1,2020,4,10,31
2020-10-31,44313489,44313517,Dollar Deposits with the IMF,10474614.42,10474614.42,-53812293.40,-365061862.97,-365061862.97,-354587248.55,6,36,36,9513,D,GL,4,2.1.3.3,2021,1,2020,4,10,31
2020-10-31,44313429,44313538,Loans to International Monetary Fund,0.00,0.00,0.00,1770051733.10,1770051733.10,1770051733.10,6,39,39,9517,D,GL,3,2.1.4,2021,1,2020,4,10,31
2020-10-31,44313429,44313545,Other Cash and Monetary Assets,250257184.68,250257184.68,-70370182.19,26235514636.95,26235514636.95,26485771821.63,6,40,40,9518,D,GL,3,2.1.5,2021,1,2020,4,10,31
2020-10-31,44313429,44313552,Total Cash and Monetary Assets,-182113641201.61,-182113641201.61,52982185659.82,1887428619727.88,1887428619727.88,1705314978526.27,6,41,41,9519,T,GL,3,2.1.6,2021,1,2020,4,10,31
2020-10-31,44313423,44313558,Non-Federal Securities of the National Railroad Retirement Investment Trust,-789260134.42,-789260134.42,296925484.16,24357541690.42,24357541690.42,23568281556.00,6,42,42,9542,D,GL,2,2.2,2021,1,2020,4,10,31
2020-10-31,44313423,44313564,Net Activity, Guaranteed Loan Financing (See Schedule E),91092424.52,91092424.52,-20914274.81,-466712508762.54,-466712508762.54,-466621416338.02,6,43,43,9550,D,GL,2,2.3,2021,1,2020,4,10,31
2020-10-31,44313423,44313570,Net Activity, Direct Loan Financing (See Schedule E),5464977445.02,5464977445.02,-221210304.94,1613268107115.09,1613268107115.09,1618733084560.11,6,44,44,9555,D,GL,2,2.4,2021,1,2020,4,10,31
2020-10-31,null,44313600,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),284070795521.68,284070795521.68,134467379009.81,18139862627278.90,18139862627278.90,18423933422800.50,6,49,49,9661,T,GL,1,5,2021,1,2020,4,10,31
2020-10-31,44313330,44313334,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2021,1,2020,4,10,31
2020-10-31,44313334,44313337,Debt Held by the Public,78022506757.37,78022506757.37,172218590813.89,21018951186007.90,21018951186007.90,21096973692765.30,6,4,4,9034,D,GL,4,1.1.1.1,2021,1,2020,4,10,31
2020-10-31,44313334,44313343,Intragovernmental Holdings,112063101753.68,112063101753.68,116789220865.52,5926439114229.52,5926439114229.52,6038502215983.20,6,5,5,9035,D,GL,4,1.1.1.2,2021,1,2020,4,10,31
2020-10-31,44313334,44313345,Total Treasury Securities Outstanding,190085608511.05,190085608511.05,289007811679.41,26945391000000.00,26945391000000.00,27135477000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2021,1,2020,4,10,31
2020-10-31,44313345,44313351,Plus Premium on Treasury Securities,908179062.55,908179062.55,148774864.46,45620166612.00,45620166612.00,46528345674.55,6,7,7,9040,D,GL,5,1.1.1.3.1,2021,1,2020,4,10,31
2020-10-31,44313345,44313354,Less Discount on Treasury Securities,461250138.06,461250138.06,11933661789.34,110052898812.65,110052898812.65,110514148950.71,6,8,8,9045,D,GL,5,1.1.1.3.2,2021,1,2020,4,10,31
2020-10-31,44313330,44313367,Total Federal Securities,190475948537.54,190475948537.54,277043418492.53,26901108837436.03,26901108837436.03,27091584785973.60,6,11,11,9103,T,GL,3,1.1.3,2021,1,2020,4,10,31
2020-10-31,44313328,44313405,Deposit Funds,2752715073.01,2752715073.01,-621369038.52,32150893994.85,32150893994.85,34903609067.86,6,19,19,9350,D,GL,2,1.4,2021,1,2020,4,10,31
2020-10-31,44313369,44313377,Less Discount on Federal Securities Held as Investments of Government Accounts,-107662074.78,-107662074.78,-153019926.36,25726854999.63,25726854999.63,25619192924.85,6,14,14,9230,D,GL,4,1.1.4.2,2021,1,2020,4,10,31
2020-10-31,44313330,44313388,Total Borrowing from the Public,78615745681.69,78615745681.69,159836405287.55,21019071496985.86,21019071496985.86,21097687242667.58,6,16,16,9310,T,GL,3,1.1.5,2021,1,2020,4,10,31
2020-10-31,44313489,44313524,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,-245655974.28,-245655974.28,-1064458938.19,-2698002417.91,-2698002417.91,-2943658392.19,6,37,37,9515,D,GL,4,2.1.3.4,2021,1,2020,4,10,31
2020-10-31,44313489,44313531,Balance,367221410.31,367221410.31,4622633.94,31211139319.95,31211139319.95,31578360730.26,6,38,38,9516,T,GL,4,2.1.3.5,2021,1,2020,4,10,31
2020-10-31,null,44313595,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),91746795.89,91746795.89,270434927.34,0.00,0.00,91746795.89,6,48,48,9624,D,GL,1,4,2021,1,2020,4,10,31
2020-10-31,44313423,44313577,Miscellaneous Asset Accounts,680287951.71,680287951.71,-354099483.71,-677498020.11,-677498020.11,2789931.60,6,45,45,9561,D,GL,2,2.5,2021,1,2020,4,10,31
2020-10-31,44313423,44313583,Total Asset Accounts,-176666543514.78,-176666543514.78,52682887080.52,3057664261750.74,3057664261750.74,2880997718235.96,6,46,46,9562,T,GL,2,2.6,2021,1,2020,4,10,31
2020-10-31,null,44313589,Excess of Liabilities (+) or Assets (-),283979048725.79,283979048725.79,134196944082.47,18139862627278.90,18139862627278.90,18423841676004.60,6,47,47,9563,T,GL,1,3,2021,1,2020,4,10,31
2020-09-30,43668667,43668706,Deduct:,null,null,null,null,null,null,6,12,12,9200,S,GL,3,1.1.4,2020,4,2020,3,09,30
2020-09-30,null,43668753,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2020,4,2020,3,09,30
2020-09-30,null,43668663,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2020,4,2020,3,09,30
2020-09-30,43668663,43668667,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2020,4,2020,3,09,30
2020-09-30,43668669,43668676,Intragovernmental Holdings,19641657627.14,16129685967.54,155405769214.20,5910309428261.98,5906797456602.38,5926439114229.52,6,5,5,9035,D,GL,4,1.1.1.2,2020,4,2020,3,09,30
2020-09-30,43668667,43668669,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2020,4,2020,3,09,30
2020-09-30,43668669,43668674,Debt Held by the Public,196913684601.57,4209859755832.03,1047937800421.15,16809091430175.90,20822037501406.40,21018951186007.90,6,4,4,9034,D,GL,4,1.1.1.1,2020,4,2020,3,09,30
2020-09-30,43668669,43668682,Total Treasury Securities Outstanding,216555342228.71,4225989441799.57,1203343569635.35,22719402000000.00,26728836000000.00,26945391000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2020,4,2020,3,09,30
2020-09-30,43668682,43668684,Plus Premium on Treasury Securities,1204323821.00,12839057608.49,5141215123.48,32781109003.51,44415842791.00,45620166612.00,6,7,7,9040,D,GL,5,1.1.1.3.1,2020,4,2020,3,09,30
2020-09-30,43668682,43668690,Less Discount on Treasury Securities,258305480.65,4431415309.27,-205724779.07,105621483503.38,109794593332.00,110052898812.65,6,8,8,9045,D,GL,5,1.1.1.3.2,2020,4,2020,3,09,30
2020-09-30,43668682,43668693,Total Treasury Securities Net of Premium and Discount,217501360569.06,4234397084098.79,1208690509537.90,22646560483938.01,26663456207467.78,26880957568036.77,6,9,9,9055,T,GL,5,1.1.1.3.3,2020,4,2020,3,09,30
2020-09-30,43668667,43668698,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),-577591814.00,-1303298258.00,-1367299971.55,21454567657.26,20728861213.26,20151269399.26,6,10,10,9102,D,GL,3,1.1.2,2020,4,2020,3,09,30
2020-09-30,43668667,43668700,Total Federal Securities,216923768755.06,4233093785840.79,1207323209566.35,22668015051595.27,26684185068681.04,26901108837436.03,6,11,11,9103,T,GL,3,1.1.3,2020,4,2020,3,09,30
2020-09-30,43668706,43668708,Federal Securities Held as Investments of Government Accounts (See Schedule D),19402504426.08,14339995859.14,156171806028.04,5893424199590.66,5888361691023.72,5907764195449.80,6,13,13,9202,D,GL,4,1.1.4.1,2020,4,2020,3,09,30
2020-09-30,43668706,43668714,Less Discount on Federal Securities Held as Investments of Government Accounts,-242607825.74,-2473831557.14,457056137.46,28200686556.77,25969462825.37,25726854999.63,6,14,14,9230,D,GL,4,1.1.4.2,2020,4,2020,3,09,30
2020-09-30,43668706,43668716,Net Federal Securities Held as Investments of Government Accounts,19645112251.82,16813827416.28,155714749890.58,5865223513033.89,5862392228198.35,5882037340450.17,6,15,15,9240,T,GL,4,1.1.4.3,2020,4,2020,3,09,30
2020-09-30,43668667,43668722,Total Borrowing from the Public,197278656503.24,4216279958424.51,1051608459675.77,16802791538561.38,20821792840482.69,21019071496985.86,6,16,16,9310,T,GL,3,1.1.5,2020,4,2020,3,09,30
2020-09-30,43668663,43668726,Accrued Interest Payable to the Public,13777826371.14,-2629739536.32,-233380186.82,73285276184.40,56877710276.94,70655536648.08,6,17,17,9320,D,GL,2,1.2,2020,4,2020,3,09,30
2020-09-30,43668663,43668731,Allocations of Special Drawing Rights,-400479820.42,1563072032.78,-1127982845.17,48146220809.17,50109772662.37,49709292841.95,6,18,18,9347,D,GL,2,1.3,2020,4,2020,3,09,30
2020-09-30,43668663,43668736,Deposit Funds,-1769102430.61,6022315276.21,5404251276.00,26128583163.64,33920000870.46,32150898439.85,6,19,19,9350,D,GL,2,1.4,2020,4,2020,3,09,30
2020-09-30,43668663,43668741,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),-1364860124.60,17456608211.39,-45409309.96,8483060347.44,27304528683.43,25939668558.83,6,20,20,9360,D,GL,2,1.5,2020,4,2020,3,09,30
2020-09-30,43668663,43668747,Total Liability Accounts,207522040498.75,4238692214408.57,1055605938609.82,16958834679066.03,20990004852975.89,21197526893474.57,6,21,21,9361,T,GL,2,1.6,2020,4,2020,3,09,30
2020-09-30,43668753,43668759,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2020,4,2020,3,09,30
2020-09-30,43668759,43668765,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2020,4,2020,3,09,30
2020-09-30,43668765,43668771,Federal Reserve Account,75696724616.24,1399195815681.75,-2229420961.04,382483155557.62,1705982246623.13,1781678971239.37,6,25,25,9500,D,GL,4,2.1.1.1,2020,4,2020,3,09,30
2020-09-30,43668765,43668789,Balance,75696724616.24,1399195815681.75,-2229420961.04,382483155557.62,1705982246623.13,1781678971239.37,6,26,26,9503,T,GL,4,2.1.1.2,2020,4,2020,3,09,30
2020-09-30,43668759,43668795,Special Drawing Rights:,null,null,null,null,null,null,6,27,27,9504,S,GL,3,2.1.2,2020,4,2020,3,09,30
2020-09-30,43668795,43668801,Total Holdings,-416783230.21,1756584319.87,-941457461.19,49976358478.64,52149726028.72,51732942798.51,6,28,28,9505,D,GL,4,2.1.2.1,2020,4,2020,3,09,30
2020-09-30,43668795,43668807,SDR Certificates Issued to Federal Reserve Banks,0.00,0.00,0.00,-5200000000.00,-5200000000.00,-5200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2020,4,2020,3,09,30
2020-09-30,43668795,43668813,Balance,-416783230.21,1756584319.87,-941457461.19,44776358478.64,46949726028.72,46532942798.51,6,30,30,9507,T,GL,4,2.1.2.3,2020,4,2020,3,09,30
2020-09-30,43668759,43668819,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2020,4,2020,3,09,30
2020-09-30,43668819,43668825,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2020,4,2020,3,09,30
2020-09-30,43668825,43668831,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2020,4,2020,3,09,30
2020-09-30,43668825,43668837,Maintenance of Value Adjustments,-941008791.75,3674017772.36,-2651230913.92,1517418666.58,6132445230.69,5191436438.94,6,34,34,9511,D,GL,5,2.1.3.1.2,2020,4,2020,3,09,30
2020-09-30,43668819,43668842,Letter of Credit Issued to IMF,-138000000.00,8681882301.44,11909393600.10,-91228193252.92,-82408310951.48,-82546310951.48,6,35,35,9512,D,GL,4,2.1.3.2,2020,4,2020,3,09,30
2020-09-30,43668819,43668846,Dollar Deposits with the IMF,-2426500.67,13792555.70,808497.90,-304241854.59,-288022798.22,-290449298.89,6,36,36,9513,D,GL,4,2.1.3.3,2020,4,2020,3,09,30
2020-09-30,43668819,43668848,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,687693929.89,-4039153222.83,-1667460572.54,1341150804.92,-3385696347.80,-2698002417.91,6,37,37,9515,D,GL,4,2.1.3.4,2020,4,2020,3,09,30
2020-09-30,43668819,43668852,Balance,-393741362.53,8330539406.67,7591510611.54,22955212477.36,31679493246.56,31285751884.03,6,38,38,9516,T,GL,4,2.1.3.5,2020,4,2020,3,09,30
2020-09-30,43668759,43668854,Loans to International Monetary Fund,-163492383.27,-989217198.06,-2101697762.01,2759268931.16,1933544116.37,1770051733.10,6,39,39,9517,D,GL,3,2.1.4,2020,4,2020,3,09,30
2020-09-30,43668759,43668858,Other Cash and Monetary Assets,-365048691.75,-305891321.43,78677257.06,26541405958.38,26600563328.70,26235514636.95,6,40,40,9518,D,GL,3,2.1.5,2020,4,2020,3,09,30
2020-09-30,43668753,43668865,Non-Federal Securities of the National Railroad Retirement Investment Trust,691778005.52,299833603.67,-1453797348.99,24057708086.75,23665763684.90,24357541690.42,6,42,42,9542,D,GL,2,2.2,2020,4,2020,3,09,30
2020-09-30,43668759,43668860,Total Cash and Monetary Assets,74357658948.48,1407987830888.80,2397611684.36,479515401403.16,1813145573343.48,1887503232291.96,6,41,41,9519,T,GL,3,2.1.6,2020,4,2020,3,09,30
2020-09-30,43668753,43668870,Net Activity, Guaranteed Loan Financing (See Schedule E),-4983055923.93,-499200552690.89,27706951540.65,32488043928.35,-461729452838.61,-466712508762.54,6,43,43,9550,D,GL,2,2.3,2020,4,2020,3,09,30
2020-09-30,43668753,43668875,Net Activity, Direct Loan Financing (See Schedule E),13632760067.17,198331834323.06,42877476206.64,1414936272792.03,1599635347047.92,1613268107115.09,6,44,44,9555,D,GL,2,2.4,2020,4,2020,3,09,30
2020-09-30,43668753,43668881,Miscellaneous Asset Accounts,-1015603850.16,209077921.68,-443048716.37,-961188505.87,263493265.97,-752110584.19,6,45,45,9561,D,GL,2,2.5,2020,4,2020,3,09,30
2020-09-30,null,43668898,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),-227813833.32,853191512.30,-133155688.01,0.00,1081005345.62,853191512.30,6,48,48,9624,D,GL,1,4,2020,4,2020,3,09,30
2020-09-30,43668753,43668886,Total Asset Accounts,82683537247.08,1107628024046.32,71085193366.29,1950036237704.42,2974980724503.66,3057664261750.74,6,46,46,9562,T,GL,2,2.6,2020,4,2020,3,09,30
2020-09-30,null,43668892,Excess of Liabilities (+) or Assets (-),124838503251.67,3131064190362.25,984520745243.53,15008798441361.60,18015024128472.20,18139862631723.90,6,47,47,9563,T,GL,1,3,2020,4,2020,3,09,30
2020-09-30,null,43668904,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),124610689418.35,3131917381874.55,984387589555.52,15008798441361.60,18016105133817.80,18140715823236.20,6,49,49,9661,T,GL,1,5,2020,4,2020,3,09,30
2020-08-31,null,43166896,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2020,4,2020,3,08,31
2020-08-31,43166896,43166902,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2020,4,2020,3,08,31
2020-08-31,43166902,43166904,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2020,4,2020,3,08,31
2020-08-31,43166904,43166918,Total Treasury Securities Outstanding,203882400808.84,4009434099570.86,944408442772.14,22719402000000.00,26524952557199.90,26728836000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2020,4,2020,3,08,31
2020-08-31,43166918,43166924,Plus Premium on Treasury Securities,881641640.33,11634733787.49,5305692484.97,32781109003.51,43534201150.67,44415842791.00,6,7,7,9040,D,GL,5,1.1.1.3.1,2020,4,2020,3,08,31
2020-08-31,43166918,43166930,Less Discount on Treasury Securities,-414041677.80,4173109828.62,315014954.97,105621483503.38,110208635009.80,109794593332.00,6,8,8,9045,D,GL,5,1.1.1.3.2,2020,4,2020,3,08,31
2020-08-31,43166902,43166941,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),-193148606.00,-725706444.00,-1133790208.07,21454567657.26,20922009819.26,20728861213.26,6,10,10,9102,D,GL,3,1.1.2,2020,4,2020,3,08,31
2020-08-31,43166902,43166946,Total Federal Securities,204984935520.97,4016170017085.73,948265330094.07,22668015051595.27,26479200133160.03,26684185068681.04,6,11,11,9103,T,GL,3,1.1.3,2020,4,2020,3,08,31
2020-08-31,43166951,43166956,Federal Securities Held as Investments of Government Accounts (See Schedule D),16058867799.60,-5062508566.94,110257323998.60,5893424199590.66,5872302823224.12,5888361691023.72,6,13,13,9202,D,GL,4,1.1.4.1,2020,4,2020,3,08,31
2020-08-31,43166951,43166961,Less Discount on Federal Securities Held as Investments of Government Accounts,-174470305.93,-2231223731.40,981551941.75,28200686556.77,26143933131.30,25969462825.37,6,14,14,9230,D,GL,4,1.1.4.2,2020,4,2020,3,08,31
2020-08-31,43166951,43166967,Net Federal Securities Held as Investments of Government Accounts,16233338105.53,-2831284835.54,109275772056.85,5865223513033.89,5846158890092.82,5862392228198.35,6,15,15,9240,T,GL,4,1.1.4.3,2020,4,2020,3,08,31
2020-08-31,43166902,43166973,Total Borrowing from the Public,188751597415.44,4019001301921.27,838989558037.22,16802791538561.38,20633041243067.21,20821792840482.69,6,16,16,9310,T,GL,3,1.1.5,2020,4,2020,3,08,31
2020-08-31,43166896,43166985,Allocations of Special Drawing Rights,206243575.94,1963551853.20,-950344970.68,48146220809.17,49903529086.43,50109772662.37,6,18,18,9347,D,GL,2,1.3,2020,4,2020,3,08,31
2020-08-31,43166896,43166991,Deposit Funds,-1288929277.76,7874289689.87,8010245455.88,26128583163.64,35291802131.27,34002872853.51,6,19,19,9350,D,GL,2,1.4,2020,4,2020,3,08,31
2020-08-31,43166896,43166997,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),-1529232962.65,18821468335.99,1564197803.21,8483060347.44,28833761646.08,27304528683.43,6,20,20,9360,D,GL,2,1.5,2020,4,2020,3,08,31
2020-08-31,43166896,43167003,Total Liability Accounts,158340430576.46,4031253045892.87,841719544674.03,16958834679066.03,20831747294382.44,20990087724958.94,6,21,21,9361,T,GL,2,1.6,2020,4,2020,3,08,31
2020-08-31,null,43167009,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2020,4,2020,3,08,31
2020-08-31,43167009,43167015,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2020,4,2020,3,08,31
2020-08-31,43167015,43167019,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2020,4,2020,3,08,31
2020-08-31,43167019,43167023,Federal Reserve Account,-57107529731.57,1323499091065.51,-251621482000.11,382483155557.62,1763089776354.70,1705982246623.13,6,25,25,9500,D,GL,4,2.1.1.1,2020,4,2020,3,08,31
2020-08-31,43167019,43167035,Balance,-57107529731.57,1323499091065.51,-251621482000.11,382483155557.62,1763089776354.70,1705982246623.13,6,26,26,9503,T,GL,4,2.1.1.2,2020,4,2020,3,08,31
2020-08-31,43167015,43167039,Special Drawing Rights:,null,null,null,null,null,null,6,27,27,9504,S,GL,3,2.1.2,2020,4,2020,3,08,31
2020-08-31,43167039,43167043,Total Holdings,220070006.01,2173367550.08,-757067202.81,49976358478.64,51929656022.71,52149726028.72,6,28,28,9505,D,GL,4,2.1.2.1,2020,4,2020,3,08,31
2020-08-31,43167039,43167046,SDR Certificates Issued to Federal Reserve Banks,0.00,0.00,0.00,-5200000000.00,-5200000000.00,-5200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2020,4,2020,3,08,31
2020-08-31,43167039,43167050,Balance,220070006.01,2173367550.08,-757067202.81,44776358478.64,46729656022.71,46949726028.72,6,30,30,9507,T,GL,4,2.1.2.3,2020,4,2020,3,08,31
2020-08-31,43167015,43167053,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2020,4,2020,3,08,31
2020-08-31,43167053,43167057,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2020,4,2020,3,08,31
2020-08-31,43167057,43167060,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2020,4,2020,3,08,31
2020-08-31,43167057,43167065,Maintenance of Value Adjustments,485070710.70,4615026564.11,-2233519066.54,1517418666.58,5647374519.99,6132445230.69,6,34,34,9511,D,GL,5,2.1.3.1.2,2020,4,2020,3,08,31
2020-08-31,43167053,43167067,Letter of Credit Issued to IMF,-155000000.00,8819882301.44,12055393600.10,-91228193252.92,-82253310951.48,-82408310951.48,6,35,35,9512,D,GL,4,2.1.3.2,2020,4,2020,3,08,31
2020-08-31,43167053,43167069,Dollar Deposits with the IMF,-3692463.64,16219056.37,2742842.28,-304241854.59,-284330334.58,-288022798.22,6,36,36,9513,D,GL,4,2.1.3.3,2020,4,2020,3,08,31
2020-08-31,43167053,43167071,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,-354975632.26,-4726847152.72,-1999705188.65,1341150804.92,-3030720715.54,-3385696347.80,6,37,37,9515,D,GL,4,2.1.3.4,2020,4,2020,3,08,31
2020-08-31,43167053,43167073,Balance,-28597385.20,8724280769.20,7824912187.19,22955212477.36,31708090631.76,31679493246.56,6,38,38,9516,T,GL,4,2.1.3.5,2020,4,2020,3,08,31
2020-08-31,43167015,43167075,Loans to International Monetary Fund,-50680701.70,-825724814.79,-2075343361.60,2759268931.16,1984224818.07,1933544116.37,6,39,39,9517,D,GL,3,2.1.4,2020,4,2020,3,08,31
2020-08-31,43167015,43167077,Other Cash and Monetary Assets,220201952.77,59157370.32,542884553.01,26541405958.38,26380361375.93,26600563328.70,6,40,40,9518,D,GL,3,2.1.5,2020,4,2020,3,08,31
2020-08-31,43167015,43167079,Total Cash and Monetary Assets,-56746535859.69,1333630171940.32,-246086095824.32,479515401403.16,1869892109203.17,1813145573343.48,6,41,41,9519,T,GL,3,2.1.6,2020,4,2020,3,08,31
2020-08-31,43166904,43166910,Debt Held by the Public,187638687647.66,4012946071230.46,835661066128.29,16809091430175.90,20634398813758.70,20822037501406.40,6,4,4,9034,D,GL,4,1.1.1.1,2020,4,2020,3,08,31
2020-08-31,43166904,43166913,Intragovernmental Holdings,16243713161.18,-3511971659.60,108747376643.85,5910309428261.98,5890553743441.20,5906797456602.38,6,5,5,9035,D,GL,4,1.1.1.2,2020,4,2020,3,08,31
2020-08-31,43166918,43166936,Total Treasury Securities Net of Premium and Discount,205178084126.97,4016895723529.73,949399120302.14,22646560483938.01,26458278123340.77,26663456207467.78,6,9,9,9055,T,GL,5,1.1.1.3.3,2020,4,2020,3,08,31
2020-08-31,43166902,43166951,Deduct:,null,null,null,null,null,null,6,12,12,9200,S,GL,3,1.1.4,2020,4,2020,3,08,31
2020-08-31,43166896,43166979,Accrued Interest Payable to the Public,-27799248174.51,-16407565907.46,-5894111651.60,73285276184.40,84676958451.45,56877710276.94,6,17,17,9320,D,GL,2,1.2,2020,4,2020,3,08,31
2020-08-31,null,43167105,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),125546302.60,1081005345.62,-584815229.51,0.00,955459043.02,1081005345.62,6,48,48,9624,D,GL,1,4,2020,4,2020,3,08,31
2020-08-31,43167009,43167081,Non-Federal Securities of the National Railroad Retirement Investment Trust,1019311470.50,-391944401.85,-957925470.72,24057708086.75,22646452214.40,23665763684.90,6,42,42,9542,D,GL,2,2.2,2020,4,2020,3,08,31
2020-08-31,43167009,43167085,Net Activity, Guaranteed Loan Financing (See Schedule E),-7309357930.19,-494217496766.96,26377174330.72,32488043928.35,-454420094908.42,-461729452838.61,6,43,43,9550,D,GL,2,2.3,2020,4,2020,3,08,31
2020-08-31,43167009,43167089,Net Activity, Direct Loan Financing (See Schedule E),21204041829.14,184699074255.89,-4781906924.40,1414936272792.03,1578431305218.78,1599635347047.92,6,44,44,9555,D,GL,2,2.4,2020,4,2020,3,08,31
2020-08-31,43167009,43167093,Miscellaneous Asset Accounts,203500274.55,1224681771.84,-572201462.92,-961188505.87,59992991.42,263493265.97,6,45,45,9561,D,GL,2,2.5,2020,4,2020,3,08,31
2020-08-31,43167009,43167097,Total Asset Accounts,-41629040215.69,1024944486799.24,-226020955351.64,1950036237704.42,3016609764719.35,2974980724503.66,6,46,46,9562,T,GL,2,2.6,2020,4,2020,3,08,31
2020-08-31,null,43167101,Excess of Liabilities (+) or Assets (-),199969470792.15,3006308559093.63,1067740500025.67,15008798441361.60,17815137529663.10,18015107000455.20,6,47,47,9563,T,GL,1,3,2020,4,2020,3,08,31
2020-08-31,null,43167109,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),200095017094.75,3007389564439.25,1067155684796.16,15008798441361.60,17816092988706.10,18016188005800.90,6,49,49,9661,T,GL,1,5,2020,4,2020,3,08,31
